,service_type,is_mix_service,online_time,1_total_fee,2_total_fee,3_total_fee,4_total_fee,month_traffic,many_over_bill,contract_type,contract_time,is_promise_low_consume,net_service,pay_times,pay_num,last_month_traffic,local_trafffic_month,local_caller_time,service1_caller_time,service2_caller_time,gender,age,complaint_level,former_complaint_num,former_complaint_fee,current_service,fee_mean,fee_std,fee_fluctuate,online_time_norm,fee_mean_norm,fee_fluctuate_norm,month_traffic_norm,contract_time_norm,pay_num_norm,last_month_traffic_norm,local_trafffic_month_norm,local_caller_time_norm,service1_caller_time_norm,service2_caller_time_norm,age_norm,former_complaint_num_norm,former_complaint_fee_norm,service1_caller_time_dimean,last_month_traffic_dimean,former_complaint_num_dimean,former_complaint_fee_dimean,user_id,fee_mean_2,fee_mean_2_norm
5053,4,0,30,345.0,218.25,107.6,390.4,4673.350786999999,0,3,12,0,4,1,100.0,0.0,3639.103612,124.16666699999999,0.0,164.883333,1,31,0,0,0,14,265.3125,110.775778,15.133332999999999,0.106227,0.057734,0.369703,0.029382,0.245283,0.0051530000000000005,0.0,0.022456999999999998,0.026985000000000002,0.0,0.025328,0.313131,0.0,0.0,0,0,0,0,VGoEZueh8qcbHIwR,204.775,0.650446
5155,4,0,56,80.0,80.0,80.0,80.0,2785.889211,0,3,12,1,4,4,130.0,800.0,2785.889211,25.516667,0.0,75.5,1,25,0,0,0,0,80.0,0.0,0.0,0.201465,0.017412,0.36285500000000004,0.017515,0.245283,0.006698999999999999,0.045956,0.017192,0.0055450000000000004,0.0,0.011598,0.252525,0.0,0.0,0,1,0,0,gtxIuoFiVGc923R0,0.0,0.6117630000000001
5202,4,0,9,136.0,292.21,381.4,136.0,1666.04441,1,3,12,0,4,8,120.0,0.0,1666.046744,5.183333,0.0,89.0,2,16,0,0,0,4,236.4025,105.237916,0.0,0.029304000000000004,0.051442999999999996,0.36285500000000004,0.010473999999999999,0.245283,0.006184,0.0,0.010281,0.001126,0.0,0.013672,0.161616,0.0,0.0,0,0,0,0,U9TEslgYj6VhZP3J,-200.805,0.5738300000000001
5262,4,0,36,95.0,116.0,95.0,167.3,1697.2092420000001,0,0,0,0,4,1,50.0,0.0,1555.540935,13.633332999999999,0.0,32.666667,1,30,0,0,0,3,118.325,29.546859,24.1,0.12820499999999999,0.025751,0.37376,0.01067,0.018868,0.002577,0.0,0.009599,0.002963,0.0,0.005018,0.30303,0.0,0.0,0,0,0,0,yG8CrDXNKlc41SQa,25.65,0.616609
5275,4,0,21,101.35,146.75,77.8,150.05,782.068082,0,0,0,0,4,2,100.0,0.0,782.12411,487.4,442.683333,48.733333,1,23,0,0,0,1,118.9875,30.59055,16.233333,0.07326,0.025894999999999998,0.370201,0.004917,0.018868,0.0051530000000000005,0.0,0.0048270000000000006,0.105924,0.10455999999999999,0.007486,0.232323,0.0,0.0,1,0,0,0,LvaZyBx5p3WYPDNd,13.425,0.6143
5301,4,0,67,139.0,224.21,193.92,139.4,541.9678,0,0,0,1,4,1,200.0,0.0,62.599934999999995,5.15,0.0,91.116667,2,28,0,0,0,5,174.1325,36.537447,0.13333299999999998,0.241758,0.037894,0.362915,0.003407,0.018868,0.010306999999999998,0.0,0.000386,0.001119,0.0,0.013996999999999999,0.282828,0.0,0.0,0,0,0,0,TaUvbGdXRsxyHQw1,-69.865,0.5985659999999999
5327,4,0,14,168.4,145.0,48.4,22.0,8347.461545,0,0,0,0,4,4,200.0,0.0,29206.53935,6.4166669999999995,0.0,6.75,1,29,0,0,0,1,95.95,62.017155,-48.8,0.047619,0.020881999999999998,0.340773,0.05248099999999999,0.018868,0.010306999999999998,0.0,0.180238,0.001395,0.0,0.001037,0.292929,0.0,0.0,0,0,0,0,Y2pVc7dqfIRbzklQ,-1.5,0.61148
5441,4,0,45,195.96,844.03,543.33,503.99,20.241032,0,0,0,0,4,2,844.04,0.0,20.427027,0.0,0.0,0.0,0,0,0,0,0,12,521.8275,229.556427,102.67666700000001,0.161172,0.113549,0.409317,0.000127,0.018868,0.043497,0.0,0.000126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,OuD3wmbRpY74v6KV,-343.705,0.546836
5519,4,0,88,162.7,163.5,156.5,163.2,669.334891,0,3,12,0,4,1,30.0,0.0,1482.3106619999999,187.433333,7.316667,466.583333,1,32,1,2,0,12,161.475,2.886499,0.166667,0.318681,0.03514,0.36293000000000003,0.004208,0.245283,0.001546,0.0,0.009148,0.040734,0.0017280000000000002,0.071673,0.323232,0.054054,0.0,1,0,1,0,UcufpB5bxySztwhR,2.95,0.612321
5642,4,0,109,84.95,83.05,76.0,151.89,1348.967494,0,9,12,0,4,2,100.05,193.796145,1366.4753560000001,92.216667,27.566667,88.25,1,27,0,0,0,4,98.9725,30.733345,22.313333,0.395604,0.02154,0.372952,0.008481,0.245283,0.005156,0.011133,0.008433,0.020041,0.006511,0.013556,0.272727,0.0,0.0,1,1,0,0,GjvV2HkSJTwWAR5u,38.895,0.619111
5740,4,0,40,161.8,222.92,443.78,220.6,2473.029069,1,0,0,0,4,1,300.0,0.0,1135.9798560000002,25.416667,0.0,26.2,1,55,0,0,0,0,262.275,107.616114,19.6,0.14285699999999998,0.057073,0.371724,0.015548,0.018868,0.01546,0.0,0.00701,0.005524,0.0,0.004025,0.555556,0.0,0.0,0,0,0,0,lkUKGBA5Tau2ipeb,-142.15,0.584911
5874,4,0,145,213.65,389.5,210.55,189.95,1611.428556,0,1,24,0,4,2,0.05,0.0,1532.77789,481.6,72.833333,499.533333,1,54,0,0,0,13,250.9125,80.53034699999999,-7.9,0.527473,0.054601,0.35928000000000004,0.010131,0.47169799999999995,3e-06,0.0,0.009459,0.10466400000000001,0.017203,0.076735,0.545455,0.0,0.0,1,0,0,0,uM3oKEPByi5nAwfT,-98.225,0.593208
5888,4,0,65,289.15,183.47,162.64,328.94,6026.999897,0,3,12,0,4,2,200.0,0.0,10201.19742,63.05,0.0,89.616667,1,29,1,1,3000,4,241.05,69.824506,13.263333,0.23443200000000003,0.052454999999999995,0.368857,0.037892,0.245283,0.010306999999999998,0.0,0.062953,0.013702,0.0,0.013766,0.292929,0.027027,0.0053,0,0,1,1,bWrmLA1Yl3Qshcx4,135.99,0.6374529999999999
6002,4,0,93,140.0,165.15,167.7,190.55,2211.5450079999996,0,3,12,1,4,5,500.0,573.0875110000001,853.3104599999999,111.21666699999999,31.733333000000002,398.933333,1,33,0,0,0,14,165.85,17.904085000000002,16.85,0.336996,0.036092,0.37048000000000003,0.013904,0.245283,0.025767,0.032921,0.005266,0.02417,0.007495,0.061280999999999995,0.333333,0.0,0.0,1,1,0,0,YhCit5J36p1FKHqd,-1.15,0.611546
6014,4,0,24,120.0,120.0,120.0,120.0,1605.9813800000002,0,1,24,1,4,5,300.0,800.0,1206.703405,11.5,0.0,117.4,2,26,0,0,0,4,120.0,0.0,0.0,0.084249,0.026115,0.36285500000000004,0.010097,0.47169799999999995,0.01546,0.045956,0.007447,0.002499,0.0,0.018034,0.262626,0.0,0.0,0,1,0,0,xCQZWV14XkewOKYA,0.0,0.6117630000000001
6039,4,0,26,146.5,80.0,79.95,80.0,2842.677076,1,0,0,1,4,4,130.0,0.0,2842.74007,0.55,0.0,0.55,1,26,0,0,0,2,96.6125,28.802569000000002,-22.166667,0.091575,0.021026,0.35282399999999997,0.017872,0.018868,0.006698999999999999,0.0,0.017543,0.00011999999999999999,0.0,8.4e-05,0.262626,0.0,0.0,0,0,0,0,YnfVOxrGvya19HEF,33.275,0.618049
6141,4,0,68,35.2,67.7,76.0,26.3,2553.210416,1,0,0,0,4,1,30.0,0.0,2530.0013559999998,12.3,0.0,13.083333,2,43,0,0,0,2,51.3,20.995595,-2.9666669999999997,0.245421,0.011167,0.361512,0.016052,0.018868,0.001546,0.0,0.015613,0.002673,0.0,0.00201,0.43434300000000003,0.0,0.0,0,0,0,0,3ePFZ94gkh1LVztb,-41.1,0.603999
6243,4,0,31,137.5,139.9,181.6,26.0,431.57809199999997,1,0,0,0,4,1,30.0,8192.0,361.948099,4.966667,0.0,11.866667,2,34,0,0,0,2,121.25,57.720381999999994,-37.166667,0.10989000000000002,0.026387,0.346037,0.0027129999999999997,0.018868,0.001546,0.470588,0.002234,0.0010789999999999999,0.0,0.001823,0.343434,0.0,0.0,0,1,0,0,d95lzyaVPhKiLsI0,-79.0,0.5968399999999999
6381,4,0,52,187.5,115.0,126.0,126.0,2858.7809079999997,0,0,0,0,4,2,200.0,0.0,2655.4879260000002,0.183333,6.866667,45.466667,1,37,0,0,0,2,138.625,28.573096999999997,-20.5,0.186813,0.030168,0.353579,0.017973,0.018868,0.010306999999999998,0.0,0.016387,4e-05,0.001622,0.006984000000000001,0.373737,0.0,0.0,1,0,0,0,xk5qpPR3hweiTm92,36.25,0.618611
6526,4,0,55,114.0,319.32,330.18,233.97,1352.943162,0,0,0,0,4,2,230.0,0.0,0.0,0.0,0.0,5.183333,2,26,0,0,0,6,249.3675,86.58154499999999,39.99,0.197802,0.054264,0.38095100000000004,0.008506,0.018868,0.011853,0.0,0.0,0.0,0.0,0.000796,0.262626,0.0,0.0,0,0,0,0,XEck6vMVOopKj1Rm,-150.765,0.583283
6572,4,0,12,95.94,162.2,96.2,117.01,588.2912190000001,0,3,12,0,4,3,219.32,919.144651,588.285832,1.916667,0.0,1.916667,0,0,1,1,0,14,117.8375,27.001843,7.023333,0.040293,0.025644999999999998,0.366033,0.003699,0.245283,0.011302,0.0528,0.0036299999999999995,0.000417,0.0,0.000294,0.0,0.027027,0.0,0,1,1,0,ZwOeCjQ3dIJRHuVF,-22.725,0.607471
6611,4,0,134,100.0,100.0,100.0,129.15,952.78314,0,3,12,1,4,2,100.0,90.48852099999999,0.0,0.0,0.0,172.76666699999998,1,43,0,0,0,14,107.2875,12.62232,9.716667,0.487179,0.023349,0.367252,0.00599,0.245283,0.0051530000000000005,0.0051979999999999995,0.0,0.0,0.0,0.026539,0.43434300000000003,0.0,0.0,0,1,0,0,XL5WJorQKSRVif9a,14.575,0.614517
6621,4,0,53,45.95,101.05,106.0,171.4,1434.8342289999998,0,12,36,0,4,2,100.05,0.0,1371.851347,37.633333,0.0,112.71666699999999,1,39,0,0,0,4,106.1,44.462414,41.816666999999995,0.190476,0.023091,0.381777,0.009021,0.698113,0.005156,0.0,0.008466,0.008179,0.0,0.017315,0.393939,0.0,0.0,0,0,0,0,NUpPyFBmsnxH7AdW,5.15,0.612736
6671,4,0,76,698.55,807.7,168.0,173.55,15901.27698,0,0,0,1,4,3,1000.05,0.0,15679.39237,73.43333299999999,0.0,107.03333300000001,1,27,0,0,0,0,461.95,293.72767400000004,-175.0,0.274725,0.10052,0.283666,0.099972,0.018868,0.051537,0.0,0.09676,0.015959,0.0,0.016442,0.272727,0.0,0.0,0,0,0,0,YMofQa1GqweWVhkT,-51.8,0.601978
6742,4,0,48,216.16,166.54,316.6,166.0,11154.43909,1,1,24,1,4,4,230.04,0.0,10784.19422,18.25,0.0,68.0,1,30,0,0,0,13,216.325,61.372336,-16.72,0.17216099999999998,0.047075,0.35528899999999997,0.070128,0.47169799999999995,0.011855,0.0,0.066551,0.003966,0.0,0.010445999999999999,0.30303,0.0,0.0,0,0,0,0,hkLDnR3iGXpalct5,-50.49,0.602226
6803,4,0,34,67.1,81.7,126.9,49.5,418.179847,1,0,0,0,4,1,30.0,0.0,0.0,0.0,0.0,10.666667,2,22,0,0,0,1,81.3,28.689719,-5.866667,0.120879,0.017694,0.3602,0.002629,0.018868,0.001546,0.0,0.0,0.0,0.0,0.001639,0.22222199999999998,0.0,0.0,0,0,0,0,QAMkgl82jXTRhGJ3,-46.0,0.603074
6848,4,0,53,132.05,135.65,166.3,147.85,1148.9815800000001,0,9,12,0,4,2,100.05,94.673215,1046.10214,180.333333,75.016667,366.933333,2,23,0,0,0,5,145.4625,13.379853,5.266667,0.190476,0.031656000000000004,0.365238,0.0072239999999999995,0.245283,0.005156,0.005438,0.006456,0.039191000000000004,0.017719,0.056366,0.232323,0.0,0.0,1,1,0,0,Q2IVuGgzABm1nS9q,-11.025,0.609681
6992,4,0,5,46.9,53.7,56.0,56.78,845.301721,0,0,0,0,4,2,80.0,0.0,794.387324,2.8666669999999996,0.0,8.4,1,24,0,0,0,2,53.345,3.8894830000000002,3.293333,0.014652000000000002,0.011612,0.364345,0.005314,0.018868,0.004123,0.0,0.004902,0.0006230000000000001,0.0,0.0012900000000000001,0.24242399999999997,0.0,0.0,0,0,0,0,iowRN7SMgUd2tk5V,-3.01,0.6111949999999999
7034,4,0,55,336.0,366.1,286.1,406.1,5350.505591,1,6,12,0,4,8,400.0,0.0,5365.182959000001,28.983333000000002,0.0,150.133333,2,44,0,0,0,5,348.575,43.810694,23.366667,0.197802,0.075851,0.37342800000000004,0.033638999999999995,0.245283,0.020613999999999997,0.0,0.033109,0.006299,0.0,0.023062,0.44444399999999995,0.0,0.0,0,0,0,0,fYHPk5X01Q6zCOAZ,44.95,0.620255
7109,4,1,124,76.4,93.1,76.0,92.0,639.398502,0,0,0,0,3,2,200.0,108.88679599999999,639.56088,92.766667,0.0,115.55,1,44,0,0,0,4,84.375,8.185467,5.2,0.450549,0.018364,0.365208,0.00402,0.018868,0.010306999999999998,0.006255,0.003947,0.020161000000000002,0.0,0.01775,0.44444399999999995,0.0,0.0,0,1,0,0,HVKWojfa2XDySGeP,-0.35,0.611697
7121,4,0,68,282.0,233.9,296.3,212.1,0.0,1,1,24,0,4,1,100.0,0.0,2431.132658,110.316667,0.0,117.55,1,39,0,0,0,14,256.075,34.335432,-23.3,0.245421,0.055724,0.352311,0.0,0.47169799999999995,0.0051530000000000005,0.0,0.015003,0.023975,0.0,0.018057,0.393939,0.0,0.0,0,0,0,0,zvOiqFjm2oBKWsaH,-18.05,0.608354
7333,4,0,69,90.0,90.0,90.0,90.0,4832.17263,0,0,0,1,4,2,200.0,327.554378,4832.240612,10.183333,0.0,10.766667,1,23,0,0,0,6,90.0,0.0,0.0,0.24908400000000003,0.019588,0.36285500000000004,0.03038,0.018868,0.010306999999999998,0.018816,0.02982,0.0022129999999999997,0.0,0.0016539999999999999,0.232323,0.0,0.0,0,1,0,0,jEgObS2cZNPWqw7A,0.0,0.6117630000000001
7388,4,0,74,316.0,76.1,79.0,177.3,7728.893345999999,0,9,12,0,4,2,400.0,171.436948,6928.366053,44.083333,0.0,66.8,2,36,0,0,0,4,162.1,97.746944,-46.233333,0.267399,0.035276,0.341934,0.048592,0.245283,0.020613999999999997,0.009848,0.042756,0.00958,0.0,0.010261,0.363636,0.0,0.0,0,1,0,0,ypGbshVoikjHfJxt,169.1,0.6437069999999999
7399,4,0,91,215.2,206.0,206.2,206.0,6173.300118,0,9,12,0,4,3,300.0,2048.0,0.0,0.0,0.0,171.25,1,52,0,0,0,14,208.35,3.955692,-3.066667,0.32966999999999996,0.045339,0.361467,0.038812,0.245283,0.01546,0.117647,0.0,0.0,0.0,0.026306,0.525253,0.0,0.0,0,1,0,0,qRv15arV8hcBUgJi,4.5,0.612614
7450,4,0,51,172.3,172.99,192.1,172.49,1547.555634,0,1,24,1,4,1,100.0,1024.0,1547.9268880000002,68.583333,0.0,158.866667,1,28,0,0,0,14,177.47,8.450393,0.063333,0.18315,0.03862,0.36288400000000004,0.009729999999999999,0.47169799999999995,0.0051530000000000005,0.058824,0.009552,0.014905000000000002,0.0,0.024404,0.282828,0.0,0.0,0,1,0,0,F02pNPAHr9iuW3kQ,-10.15,0.609846
7590,4,0,34,132.7,176.7,166.0,246.0,1043.579298,0,0,0,0,4,1,100.0,0.0,579.525264,21.5,0.0,65.533333,1,25,0,0,0,0,180.35,41.230115999999995,37.766667,0.120879,0.039247000000000004,0.379945,0.006561,0.018868,0.0051530000000000005,0.0,0.0035759999999999998,0.004672,0.0,0.010067,0.252525,0.0,0.0,0,0,0,0,as84iOvhyUlXPbeu,18.0,0.615164
7697,4,0,104,146.0,146.0,186.1,246.0,2278.67376,0,3,12,0,4,3,210.0,2335.996233,1573.068499,14.433333,0.0,15.433333,2,34,0,0,0,14,181.025,40.929840999999996,33.333333,0.377289,0.039394,0.377938,0.014325999999999998,0.245283,0.010822,0.134191,0.009708,0.003137,0.0,0.0023710000000000003,0.343434,0.0,0.0,0,1,0,0,TWhCNPL28OqRdso4,29.95,0.617421
7757,4,0,58,183.05,328.15,213.05,190.25,30.048609000000003,0,1,24,0,4,2,150.0,0.0,0.0,85.166667,135.25,133.48333300000002,1,25,0,0,0,4,228.625,58.518218000000005,2.4,0.20879099999999998,0.049751,0.36394099999999996,0.00018899999999999999,0.47169799999999995,0.00773,0.0,0.0,0.018509,0.031945999999999995,0.020505000000000002,0.252525,0.0,0.0,1,0,0,0,Vg4pz6oJwk9UmcOt,-83.95,0.595905
7817,4,0,73,76.0,76.0,76.0,85.25,602.8907929999999,0,0,0,0,4,1,100.0,471.63573899999994,0.0,0.0,0.0,93.016667,2,30,0,0,0,0,78.3125,4.005367,3.083333,0.263736,0.017044,0.36425,0.00379,0.018868,0.0051530000000000005,0.027093,0.0,0.0,0.0,0.014288999999999998,0.30303,0.0,0.0,0,1,0,0,W8KZ2HCRvFIStLu0,4.625,0.612637
7830,4,0,44,246.7,256.0,316.0,376.0,3486.457472,1,0,0,0,4,4,400.0,0.0,2858.486393,93.6,0.0,160.45,2,27,0,0,0,12,298.675,51.966017,43.1,0.15750899999999998,0.064993,0.382358,0.021919,0.018868,0.020613999999999997,0.0,0.01764,0.020342,0.0,0.024647,0.272727,0.0,0.0,0,0,0,0,pQJEtfGkMicmCDI2,25.35,0.616552
8082,4,0,40,106.0,134.27,110.55,95.9,6226.027327000001,0,9,12,0,4,1,200.0,0.0,5948.389354,109.816667,0.0,116.016667,2,37,0,0,0,5,111.68,14.078848,-3.3666669999999996,0.14285699999999998,0.024305,0.361331,0.039143,0.245283,0.010306999999999998,0.0,0.036708,0.023866,0.0,0.017822,0.373737,0.0,0.0,0,0,0,0,1CG7HlZiYgNWJF2M,-21.46,0.6077100000000001
8213,4,0,17,356.0,296.1,766.0,520.69,0.0,0,1,24,0,4,1,200.0,0.0,2818.586852,82.783333,0.0,122.183333,1,46,0,0,0,12,484.6975,182.043003,54.896667,0.05860800000000001,0.10547000000000001,0.387696,0.0,0.47169799999999995,0.010306999999999998,0.0,0.017394,0.017991,0.0,0.018769,0.464646,0.0,0.0,0,0,0,0,4enFOmuEIAiy6Dqh,-92.705,0.594251
8223,4,0,41,80.3,61.0,74.8,49.0,608.2277389999999,1,0,0,0,4,1,30.0,0.0,544.794253,1.366667,0.0,29.933333,2,35,0,0,0,1,66.275,12.202739999999999,-10.433333,0.14652,0.014425,0.358134,0.003824,0.018868,0.001546,0.0,0.0033619999999999995,0.000297,0.0,0.004598,0.353535,0.0,0.0,0,0,0,0,MHrv7EJRtdmGCeyp,-3.25,0.61115
8379,4,0,24,82.0,82.0,142.0,142.0,437.58948,0,3,12,0,4,1,62.0,1672.49699,0.0,0.0,0.0,0.0,0,0,0,0,0,13,112.0,30.0,20.0,0.084249,0.024375,0.37190500000000004,0.002751,0.245283,0.003195,0.096076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,MoGtSbE57RuF9Ip2,0.0,0.6117630000000001
8668,4,0,134,149.05,116.62,105.81,105.0,1238.071314,1,0,0,0,3,2,200.0,0.0,1131.348918,59.13333299999999,0.0,74.43333299999999,1,47,0,0,0,5,119.12,17.878656,-14.683333,0.487179,0.025924000000000003,0.356211,0.007784,0.018868,0.010306999999999998,0.0,0.0069819999999999995,0.012851,0.0,0.011434,0.47474700000000003,0.0,0.0,0,0,0,0,FRhu6bz0l9HNP45Z,15.81,0.61475
8704,4,0,56,90.95,171.9,117.0,119.7,0.0,0,12,36,0,4,2,100.05,0.0,0.0,61.7,0.0,150.833333,1,42,0,0,0,4,124.8875,29.372827,9.583333,0.201465,0.027179000000000002,0.367191,0.0,0.698113,0.005156,0.0,0.0,0.013409,0.0,0.02317,0.424242,0.0,0.0,0,0,0,0,HLrxp9GOBKYlnEo2,-39.125,0.6043729999999999
8823,4,0,53,929.41,644.8,486.74,917.85,1866.407168,1,0,0,0,4,2,644.45,0.0,221.97260899999998,0.0,105.21666699999999,6.866667,1,0,0,0,0,14,744.7,187.498052,-3.853333,0.190476,0.162044,0.361111,0.011734,0.018868,0.033211000000000004,0.0,0.00137,0.0,0.024852000000000003,0.0010550000000000002,0.0,0.0,0.0,1,0,0,0,cVl0rLsuoB1dFTCt,357.86,0.679365
8847,4,0,76,224.88,292.3,295.7,291.04,17328.04422,1,1,36,1,4,1,300.0,0.0,17369.41937,168.466667,0.0,173.3,2,28,0,0,0,14,275.98,29.551795000000002,22.053333,0.274725,0.060055,0.372834,0.10894200000000001,0.698113,0.01546,0.0,0.107189,0.036612,0.0,0.026621,0.282828,0.0,0.0,0,0,0,0,g5jxSDnpWl9vrFYq,-36.04,0.604955
8870,4,0,26,156.0,164.85,157.5,189.45,828.7058860000001,0,0,0,0,4,2,200.0,2110.044373,828.7058860000001,28.633333,0.0,42.583333,1,29,0,0,0,5,166.95,13.41515,11.15,0.091575,0.036331,0.3679,0.00521,0.018868,0.010306999999999998,0.12121099999999999,0.0051140000000000005,0.006222999999999999,0.0,0.006541,0.292929,0.0,0.0,0,1,0,0,AcSenrTCY9vhWNI8,11.55,0.613945
9062,4,0,45,105.2,139.8,166.55,192.6,572.710099,0,0,0,0,4,1,200.0,0.0,0.0,0.0,173.833333,168.7,1,41,0,0,0,4,151.0375,32.386096,29.133333,0.161172,0.032869,0.376038,0.0036009999999999996,0.018868,0.010306999999999998,0.0,0.0,0.0,0.041059,0.025914999999999997,0.414141,0.0,0.0,1,0,0,0,ZTPH7DMwnpfFB48z,-4.275,0.610956
9182,4,0,24,59.0,64.0,179.0,114.95,998.555514,0,12,16,0,4,1,50.0,247.49190499999997,0.0,0.0,0.0,86.81666700000001,2,22,0,0,0,5,104.2375,48.398546,18.65,0.084249,0.022685,0.371294,0.006278,0.320755,0.002577,0.014216999999999999,0.0,0.0,0.0,0.013336,0.22222199999999998,0.0,0.0,0,1,0,0,sRY8JK7bQaTD65Hj,-34.525,0.6052420000000001
9233,4,0,117,113.7,111.0,176.0,156.0,2522.0021309999997,0,9,12,0,4,1,111.0,0.0,2457.01688,26.783333000000002,0.0,26.783333000000002,2,44,0,0,0,5,139.175,27.757734999999997,14.1,0.424908,0.030288,0.369235,0.015856,0.245283,0.00572,0.0,0.015163,0.005821,0.0,0.0041140000000000005,0.44444399999999995,0.0,0.0,0,0,0,0,CiNI4vYZfnE6Q8hF,-8.65,0.610129
9379,4,0,27,26.0,42.3,75.8,30.35,139.421176,0,0,0,0,4,1,30.0,0.0,139.421176,0.883333,0.0,13.733332999999998,1,26,0,0,0,2,43.6125,19.518273,1.45,0.095238,0.009493999999999999,0.36351100000000003,0.000877,0.018868,0.001546,0.0,0.00086,0.000192,0.0,0.0021100000000000003,0.262626,0.0,0.0,0,0,0,0,IOmde7BtgSKkv0b9,-30.875,0.605931
9519,4,0,75,267.01,229.51,387.51,412.34,0.0,0,3,12,0,4,4,0.09,0.0,542.8062719999999,35.316666999999995,25.75,81.56666700000001,1,48,0,0,0,12,324.0925,77.48170999999999,48.443333,0.27106199999999997,0.070524,0.384776,0.0,0.245283,5e-06,0.0,0.00335,0.007675,0.006082,0.01253,0.48484799999999995,0.0,0.0,1,0,0,0,XQZjI94HUkKLhOcV,31.165,0.6176510000000001
9626,4,0,33,158.1,288.1,108.2,177.0,8906.858134,0,12,18,1,4,2,300.0,0.0,8392.647369,140.416667,0.0,381.25,2,28,0,0,0,12,182.85,65.758973,6.3,0.11721600000000001,0.039791,0.365706,0.055998,0.358491,0.01546,0.0,0.051792,0.030516,0.0,0.058565,0.282828,0.0,0.0,0,0,0,0,EWcBVxkAS8TiofQa,-30.6,0.6059829999999999
9701,4,0,59,240.65,166.8,161.0,203.01,4138.679175,0,3,12,0,4,2,105.0,689.114457,294.39570699999996,8.25,100.383333,415.966667,2,29,0,0,0,12,192.865,31.941703999999998,-12.546667,0.212454,0.04197,0.357177,0.026019999999999998,0.245283,0.005411,0.039586,0.0018170000000000003,0.0017929999999999999,0.02371,0.063898,0.292929,0.0,0.0,1,1,0,0,10A5xo8Fvlf3SGbh,57.93,0.622707
9729,4,0,56,403.8,522.09,276.62,481.71,1775.2569260000002,1,0,0,0,4,7,400.0,0.0,3552.9322799999995,4.933333,0.0,16.8,2,27,0,0,0,3,421.055,93.603291,25.97,0.201465,0.09162200000000001,0.374607,0.011161,0.018868,0.020613999999999997,0.0,0.021925999999999998,0.001072,0.0,0.002581,0.272727,0.0,0.0,0,0,0,0,jDswQcB4dmEokrMK,43.4,0.619962
9788,4,0,98,79.75,238.95,187.25,149.1,953.8078210000001,0,9,12,0,4,3,300.0,0.0,956.567167,155.75,10.616667,186.683333,2,40,0,0,0,4,163.7625,58.047205000000005,23.116667,0.355311,0.035638,0.373315,0.005997,0.245283,0.01546,0.0,0.005903,0.033848,0.002508,0.028676999999999998,0.40404,0.0,0.0,1,0,0,0,0Cu4ptqY82FlysfJ,-98.675,0.593123
9836,4,0,57,170.91,174.48,189.94,184.81,1024.0,0,1,24,0,4,1,100.0,0.0,65.85884,0.9,0.0,211.933333,1,37,0,0,0,14,180.035,7.665398,4.633333,0.20512800000000003,0.039178,0.364952,0.006437999999999999,0.47169799999999995,0.0051530000000000005,0.0,0.00040599999999999995,0.000196,0.0,0.032556,0.373737,0.0,0.0,0,0,0,0,3xvsLrNzZ8JUn0EO,-4.35,0.610942
10001,4,0,35,45.9,113.7,36.0,61.2,484.38548,0,0,0,0,4,1,100.0,0.0,451.735921,0.0,0.0,0.0,1,29,0,0,0,3,64.2,29.955717,5.1,0.12454200000000001,0.013974,0.365163,0.003045,0.018868,0.0051530000000000005,0.0,0.002788,0.0,0.0,0.0,0.292929,0.0,0.0,0,0,0,0,pm0nT6suGAltSH3Z,-21.3,0.60774
10075,4,0,83,234.95,419.35,305.0,186.65,0.0,0,1,24,0,4,4,150.05,0.0,7811.479359,155.0,0.0,254.316667,1,33,0,0,0,13,286.4875,87.491138,-16.1,0.30036599999999997,0.062340999999999994,0.35557,0.0,0.47169799999999995,0.007732999999999999,0.0,0.048206,0.033685,0.0,0.039066000000000004,0.333333,0.0,0.0,0,0,0,0,i4IqZ5vm60kblRGO,-151.375,0.583168
10148,4,0,69,108.0,108.0,108.15,185.5,509.841045,0,12,18,0,4,3,200.0,18.755573000000002,472.971533,75.033333,0.0,98.266667,1,34,0,0,0,12,127.4125,33.53689,25.833333,0.24908400000000003,0.027727999999999996,0.37454499999999996,0.0032049999999999995,0.358491,0.010306999999999998,0.001077,0.002919,0.016307,0.0,0.015094999999999999,0.343434,0.0,0.0,0,1,0,0,jNyF97LKED2xc6SO,38.675,0.619069
10161,4,0,180,352.86,278.35,288.4,185.16,4822.248045,1,12,24,0,4,2,278.35,0.0,4823.870172999999,505.133333,210.566667,433.183333,2,0,0,0,0,12,276.1925,59.829966000000006,-55.9,0.655678,0.060101,0.33755999999999997,0.030318,0.47169799999999995,0.014344999999999998,0.0,0.029769,0.109778,0.049735,0.06654299999999999,0.0,0.0,0.0,1,0,0,0,ZvYA6xH8RCOc9rzN,-14.365,0.60905
10176,4,0,59,620.7,740.25,347.75,535.9,5313.452165,0,1,24,0,4,1,0.05,0.0,7715.649302,1737.6333329999998,1609.383333,382.616667,1,33,0,0,0,13,561.15,143.003614,-28.266666999999998,0.212454,0.12210499999999999,0.350064,0.033406,0.47169799999999995,3e-06,0.0,0.047614,0.377631,0.38013,0.058775,0.333333,0.0,0.0,1,0,0,0,jv3zQ9M8Kp7Hdayg,34.3,0.618243
